Code,Description,Units,total
CNCBB225W,Beam & block 225mm - Wide spacing,£58.35 M2,£58.35
CNCBB225WD,Beam & block 225mm - Wide spacing - Double,£65.35 M2,£65.35
CNCBBAF,Beam & block 150/175mm - Alt. spacing - Labour only,£31.19 M2,£31.19
CNCBBAF>,Beam & block 225mm - Alternating spacing - Labour only,£32.02 M2,£32.02
CNCBBNDF,Beam & block 150/175mm - Narrow/wide - Dbl - Labour only,£32.02 M2,£32.02
CNCBBNDF>,Beam & block 225mm - Narrow/wide - Dbl - Labour only,£32.02 M2,£32.02
CNCBBNF,Beam & block 150/175mm - Narrow/wide space - Labour only,£30.08 M2,£30.08
CNCBBNF>,Beam & block 225mm - Narrow/wide spacing - Labour only,£30.81 M2,£30.81
CNCBBPS,Provisional sum - Beam & block,£0.00 EA,£0.00
CNCBRP150N,Beam & rigid foam infill panel - 150mm - Narrow spacing,£61.71 M2,£61.71
CNCBRP150W,Beam & rigid foam infill panel - 150mm - Wide spacing,£51.19 M2,£51.19
CNCBRP175N,Beam & rigid foam infill panel - 175mm - Narrow spacing,£66.29 M2,£66.29
CNCBRP175W,Beam & rigid foam infill panel - 175mm - Wide spacing,£54.62 M2,£54.62
CNCBRPF,Beam & rigid panel - 150/175mm - Nar/wide - Labour only,£25.30 M2,£25.30
CNCBS,Bitumen sealer - Membrane,£13.40 M2,£13.40
CNCDPMF,Damp proof membrane - 1200 gauge,£8.29 M2,£8.29
CNCEPXAS,Add on for epoxy anti-slip protection,£6.32 M2,£6.32
CNCEPXF,Floor paint epoxy resin - Two coats,£22.97 M2,£22.97
CNCFRM100,Concrete form 50mm x 100mm,£5.36 LM,£5.36
CNCFRM300,Concrete form 50mm x 300mm,£11.21 LM,£11.21
CNCFTG-,Footings - Labour and materials - No formwork,£282.19 M3,£282.10
CNCFTG1000,Footings - 600mm (W) x 1000mm (D),£134.90 LM,£134.90
CNCFTG1250,Footings - 600mm (W) x 1250mm (D),£166.79 LM,£166.70
CNCFTG1500,Footings - 600mm (W) x 1500mm (D),£198.77 LM,£198.70
CNCFTG1750,Footings - 600mm (W) x 1750mm (D),£230.79 LM,£230.70
CNCFTG2000,Footings - 600mm (W) x 2000mm (D),£262.42 LM,£262.40
CNCFW-,Concrete wall - Labour & materials,£360.53 M3,£360.50
CNCLAB,Concrete - Finisher - Per hour,£32.36 HR,£32.36
CNCLABL,Concrete - General labourer - Per hour,£24.21 HR,£24.21
CNCMN,Concrete - Minimum trade rate,£97.17 EA,£97.17
CNCPC,PC sum - Concrete works,£0.00 EA,£0.00
CNCPUMP,Concrete pump truck (per hour),£94.91 HR,£94.91
CNCPUMPAH,Additional concrete pumping fee - After hours,£12.50 M3,£12.50
CNCPUMPCY,Additional concrete pumping fee - Per m³ of concrete,£2.80 M3,£2.80
CNCRB12,Steel rebar - 12mm,£6.14 LM,£6.14
CNCRB16,Steel rebar - 16mm,£7.31 LM,£7.31
CNCRB20,Steel rebar - 20mm,£10.18 LM,£10.18
CNCRB25,Steel rebar - 25mm,£10.96 LM,£10.96
CNCRB32,Steel rebar - 32mm,£12.35 LM,£12.35
CNCRB6,Steel rebar - 6mm,£4.58 LM,£4.58
CNCRB8,Steel rebar - 8mm,£4.96 LM,£4.96
CNCRBJ12,"Steel rebar - J-bar - 12mm, 1070mm long",£1.92 EA,£1.92
CNCRBJ12<,"Steel rebar - J-bar - 12mm, 750mm long",£1.18 EA,£1.18
CNCRBJ12>,"Steel rebar - J-bar - 12mm, 1370mm long",£2.47 EA,£2.47
CNCRBJ12>>,"Steel rebar - J-bar - 12mm, 2286mm long",£4.10 EA,£4.10
CNCRBJ16,"Steel rebar - J-bar - 16mm, 1067mm long",£1.95 EA,£1.95
CNCRBJ16<,"Steel rebar - J-bar - 16mm, 750mm long",£1.39 EA,£1.39
CNCRBJ16>,"Steel rebar - J-bar - 16mm, 1372mm long",£2.69 EA,£2.69
CNCRBJ16>>,"Steel rebar - J-bar - 16mm, 2286mm long",£4.17 EA,£4.17
CNCS100,Concrete slab - 100mm - Power float finish,£64.32 M2,£64.32
CNCS150,Concrete slab - 150mm - Power float finish,£76.07 M2,£76.07
CNCS200,Concrete slab - 200mm - Power float finish,£91.40 M2,£91.40
CNCS75,Concrete slab - 75mm - Power float finish,£53.62 M2,£53.62
CNCSCM,Concrete slab - Finished in place,£347.95 M3,£347.90
CNCSFPD100,Concrete footpath/driveway - 100mm - Float/brush finish,£54.16 M2,£54.16
CNCSFPD150,Concrete footpath/driveway - 150mm - Float/brush finish,£65.55 M2,£65.55
CNCSFPD75,Concrete footpath/driveway - 75mm - Float and brush finish,£44.50 M2,£44.50
CNCSHFTG,Shovel footings,£243.67 M3,£243.60
CNCSNDB25,Sand blinding - 25mm,£4.69 M2,£4.69
CNCSRG12,Concrete slab reinforcement - 12mm grid 600mm x 600mm,£14.95 M2,£14.95
CNCSRG12<,Concrete slab reinforcement - 12mm grid 300mm x 300mm,£24.66 M2,£24.66
CNCSRG8,Concrete slab reinforcement - 8mm grid 600mm x 600mm,£14.17 M2,£14.17
CNCSRG8<,Concrete slab reinforcement - 8mm grid 300mm x 300mm,£22.77 M2,£22.77
CNCSRM142,Concrete slab reinforcement mesh - A142 200mm x 200mm,£16.87 M2,£16.87
CNCSRM193,Concrete slab reinforcement mesh - A193 200mm x 200mm,£17.40 M2,£17.40
CNCSRM252,Concrete slab reinforcement mesh - A252 200mm x 200mm,£18.31 M2,£18.31
CNCSRM98,Concrete slab reinforcement mesh - A98 200mm x 200mm,£16.07 M2,£16.07
,J) CON CONTENT HANDLING ,,
CONLAB,Content handling - General labourer - Per hour,£24.21 HR,£24.21
CONLABA,Content handling - General labourer - Per hour - After hrs,£34.59 HR,£34.59
CONPROT,Protect contents - Cover with plastic,£2.30 M2,£2.30
CONSCH,PC sum - Storage/Contents handling,£0.00 EA,£0.00
CONSTOPC,Job-site storage container - 20' long - Per week,£20.00 WK,£20.00
CONSTOPC<,Job-site storage container - 10' long - Per week,£13.17 WK,£13.17
CONSTOPC>,Job-site storage container - 40' long - Per week,£28.00 WK,£28.00
CONSTOPCD,Job-site stor. container - Pick up/del. charge (each way),£58.09 EA,£58.09
,"K) CPS CONT: PACKING,HANDLING,STORAGE ",,
CPSBWRAP,Bubble wrap - Add-on cost for fragile items,£0.31 LM,£0.31
CPSBX,"Provide box, packing paper & tape - Medium size",£3.11 EA,£3.11
CPSBX<,"Provide box, packing paper & tape - Small size",£1.41 EA,£1.41
CPSBX>,"Provide box, packing paper & tape - Large size",£4.03 EA,£4.03
CPSBX>>,"Provide box, packing paper & tape - Extra large size",£4.54 EA,£4.54
CPSBXBK,"Provide book box, packing paper & tape",£1.86 EA,£1.86
CPSBXBKE,Evaluate pack & inventory bookpack - Per box,£4.50 EA,£4.50
CPSBXBLE,Evaluate pack & inventory bric-a-brac - Per Lg box,£10.55 EA,£10.55
CPSBXBLE<,Eval. pack & invent. bric-a-brac - Per Lg box-low density,£8.24 EA,£8.24
CPSBXBLE>,Eval. pack & invent. bric-a-brac - Per Lg box-high density,£17.51 EA,£17.51
CPSBXBME,Evaluate pack & inventory bric-a-brac - Per Med box,£8.74 EA,£8.74
CPSBXBME<,Eval. pack & invent. bric-a-brac -Per Med box-low density,£6.87 EA,£6.87
CPSBXBME>,Eval. pack & invent. bric-a-brac -Per Med box-high density,£14.30 EA,£14.30
CPSBXBSE,Evaluate pack & inventory bric-a-brac - Per Sml box,£6.16 EA,£6.16
CPSBXBSE<,Eval. pack & invent. bric-a-brac -Per Sml box-low density,£4.61 EA,£4.61
CPSBXBSE>,Eval. pack & invent. bric-a-brac -Per Sml box-high density,£10.79 EA,£10.79
CPSBXBXE,Evaluate pack & inventory bric-a-brac - Per Xlg box,£13.33 EA,£13.33
CPSBXBXE<,Eval. pack & invent. bric-a-brac -Per Xlg box-low density,£10.25 EA,£10.25
CPSBXBXE>,Eval. pack & invent. bric-a-brac -Per Xlg box-high density,£22.61 EA,£22.61
CPSBXDISH,"Provide dishpack box, packing paper & tape",£3.56 EA,£3.56
CPSBXDPE,Evaluate pack & inventory dishpack - Per box,£7.09 EA,£7.09
CPSBXGL,"Provide glasspack box, packing paper & tape",£7.64 EA,£7.64
CPSBXGLE,Evaluate pack & inventory glasspack - Per box,£10.34 EA,£10.34
CPSBXLMP,"Provide lamp box, packing paper & tape",£4.00 EA,£4.00
CPSBXMATC,"Provide mattress box, packing paper & tape - Crib size",£5.22 EA,£5.22
CPSBXMATD,"Provide mattress box, packing paper & tape - Double size",£8.07 EA,£8.07
CPSBXMATK,"Provide mattress box, packing paper & tape - King size",£11.27 EA,£11.27
CPSBXMATQ,"Provide mattress box, packing paper & tape - Queen size",£10.06 EA,£10.06
CPSBXMATS,"Provide mattress box, packing paper & tape - Single size",£7.44 EA,£7.44
CPSBXMIR,"Provide mirror/picture box, packing paper & tape",£4.90 EA,£4.90
CPSBXMLE,Evaluate pack & inventory misc items - Per Lg box,£9.79 EA,£9.79
CPSBXMLE<,Eval. pack & invent. misc items - Per Lg box-low density,£7.71 EA,£7.71
CPSBXMLE>,Eval. pack & invent. misc items - Per Lg box-high density,£15.96 EA,£15.96
CPSBXMME,Evaluate pack & inventory misc items - Per Med box,£8.11 EA,£8.11
CPSBXMME<,Eval. pack & invent. misc items - Per Med box-low density,£6.46 EA,£6.46
CPSBXMME>,Eval. pack & invent. misc items - Per Med box-high density,£13.06 EA,£13.06
CPSBXMSE,Evaluate pack & inventory misc items - Per Sml box,£5.63 EA,£5.63
CPSBXMSE<,Eval. pack & invent. misc items - Per Sml box-low density,£4.27 EA,£4.27
CPSBXMSE>,Eval. pack & invent. misc items - Per Sml box-high density,£9.75 EA,£9.75
CPSBXMXE,Evaluate pack & inventory misc items - Per Xlg box,£12.29 EA,£12.29
CPSBXMXE<,Eval. pack & invent. misc items - Per Xlg box-low density,£9.55 EA,£9.55
CPSBXMXE>,Eval. pack & invent. misc items - Per Xlg box-high density,£20.52 EA,£20.52
CPSBXPPE,Evaluate pack & inventory pots and pans - Per Med box,£5.39 EA,£5.39
CPSBXPPE<,Evaluate pack & inventory pots and pans - Per Sml box,£3.08 EA,£3.08
CPSBXPPE>,Evaluate pack & inventory pots and pans - Per Lg box,£6.27 EA,£6.27
CPSBXPPE>>,Evaluate pack & inventory pots and pans - Per Xlg box,£7.40 EA,£7.40
CPSBXTV,"Provide TV box, packing paper & tape",£8.45 EA,£8.45
CPSBXWDR,"Provide wardrobe box, packing paper & tape",£11.06 EA,£11.06
CPSLAB,"Inventory, packing, boxing, and moving charge - Per hour",£21.37 HR,£21.37
CPSLABS,Contents evaluation and/or supervisor/admin - Per hour,£23.11 HR,£23.11
CPSSTOPC,Job-site storage container - 20' long - Per week,£20.00 WK,£20.00
CPSSTOPC<,Job-site storage container - 10' long - Per week,£13.17 WK,£13.17
CPSSTOPC>,Job-site storage container - 40' long - Per week,£28.00 WK,£28.00
CPSSTOPCD,Job-site stor. container - Pick up/del. charge (each way),£58.09 EA,£58.09
CPSSTOR,Off-site storage & insurance - Per month,£5.56 M2,£5.56
CPSSTORH,Off-site storage & insur. - Climate controlled - Per month,£7.41 M2,£7.41
CPSTR,Moving van (5 to 7 m) and equipment - Per day,£94.50 EA,£94.50
CPSTR<,Moving van (4 to 4.8 m) and equipment - Per day,£73.21 EA,£73.21
CPSTR>,Moving van (7.25 to 8.25 m) and equipment - Per day,£110.00 EA,£110.00
,L) CUP CONT: CLEAN UPHOLSTRY & SOFT ,,
CUPBDHD,Clean headboard - Plain fabric,£20.54 LM,£20.54
CUPBDHD-,Clean headboard - Plain fabric - Light clean,£15.31 LM,£15.31
CUPBDHD+,Clean headboard - Plain fabric - Heavy clean,£29.26 LM,£29.26
CUPBDHDS,Clean headboard - Special fabric,£23.95 LM,£23.95
CUPBDHDS-,Clean headboard - Special fabric - Light clean,£21.21 LM,£21.21
CUPBDHDS+,Clean headboard - Special fabric - Heavy clean,£32.71 LM,£32.71
CUPBDWT,Clean water bed frame - Plain fabric,£16.70 LM,£16.70
CUPBDWT-,Clean water bed frame - Plain fabric - Light clean,£14.15 LM,£14.15
CUPBDWT+,Clean water bed frame - Plain fabric - Heavy clean,£20.54 LM,£20.54
CUPBDWTS,Clean water bed frame - Special fabric,£19.07 LM,£19.07
CUPBDWTS-,Clean water bed frame - Special fabric - Light clean,£15.98 LM,£15.98
CUPBDWTS+,Clean water bed frame - Special fabric - Heavy clean,£23.95 LM,£23.95
CUPBEN,Clean bench,£15.31 LM,£15.31
CUPBEN-,Clean bench - Light clean,£13.17 LM,£13.17
CUPBEN+,Clean bench - Heavy clean,£17.51 LM,£17.51
CUPBENS,Clean bench - Special fabric,£25.29 LM,£25.29
CUPBENS-,Clean bench - Special fabric - Light clean,£22.95 LM,£22.95
CUPBENS+,Clean bench - Special fabric - Heavy clean,£27.61 LM,£27.61
CUPBTHPV,Clean booth seat - Plastic/vinyl,£12.24 LM,£12.24
CUPBTHPV-,Clean booth seat - Plastic/vinyl - Light cln,£7.29 LM,£7.29
CUPBTHPV+,Clean booth seat - Plastic/vinyl - Heavy cln,£18.60 LM,£18.60
CUPCH,Clean chair,£32.60 EA,£32.60
CUPCH-,Clean chair - Light clean,£27.39 EA,£27.39
CUPCH+,Clean chair - Heavy clean,£40.42 EA,£40.42
CUPCH>,Clean chair - Large,£48.24 EA,£48.24
CUPCH>-,Clean chair - Large - Light clean,£36.47 EA,£36.47
CUPCH>+,Clean chair - Large - Heavy clean,£56.43 EA,£56.43
CUPCHF,Clean chair - Fancy (tufts/tassels),£40.42 EA,£40.42
CUPCHF-,Clean chair - Fancy (tufts/tassels) - Light clean,£32.60 EA,£32.60
CUPCHF+,Clean chair - Fancy (tufts/tassels) - Heavy clean,£48.24 EA,£48.24
CUPCHF>,"Clean chair - Large - Fancy (tufts, tassels etc.)",£50.69 EA,£50.69
CUPCHF>-,"Clean chair - Large - Fancy (tufts, tassels) - Light clean",£42.11 EA,£42.11
CUPCHF>+,"Clean chair - Large - Fancy (tufts, tassels) - Heavy clean",£59.95 EA,£59.95
CUPCHHC,Clean chair - Haitian cotton,£48.50 EA,£48.50
CUPCHHC-,Clean chair - Haitian cotton - Light clean,£36.73 EA,£36.73
CUPCHHC+,Clean chair - Haitian cotton - Heavy clean,£56.69 EA,£56.69
CUPCHHC>,Clean chair - Large - Haitian cotton,£71.74 EA,£71.74
CUPCHHC>-,Clean chair - Large - Haitian cotton - Light clean,£61.62 EA,£61.62
CUPCHHC>+,Clean chair - Large - Haitian cotton - Heavy clean,£86.77 EA,£86.77
CUPCHL,Clean chair - Leather,£36.88 EA,£36.88
CUPCHL-,Clean chair - Leather - Light clean,£31.48 EA,£31.48
CUPCHL+,Clean chair - Leather - Heavy clean,£43.74 EA,£43.74
CUPCHPV,Clean chair - Plastic/vinyl,£8.76 EA,£8.76
CUPCHPV-,Clean chair - Plastic/vinyl - Light clean,£7.03 EA,£7.03
CUPCHPV+,Clean chair - Plastic/vinyl - Heavy clean,£12.03 EA,£12.03
CUPCHPV<,Clean chair - Plastic/vinyl - Small,£7.15 EA,£7.15
CUPCHPV<-,Clean chair - Plastic/vinyl - Small - Light clean,£3.04 EA,£3.04
CUPCHPV<+,Clean chair - Plastic/vinyl - Small - Heavy clean,£8.88 EA,£8.88
CUPCHPV>,Clean chair - Plastic/vinyl - Large,£11.91 EA,£11.91
CUPCHPV>-,Clean chair - Plastic/vinyl - Large - Light clean,£8.64 EA,£8.64
CUPCHPV>+,Clean chair - Plastic/vinyl - Large - Heavy clean,£15.86 EA,£15.86
CUPCHS,Clean chair - Silk/satin/velvet,£47.98 EA,£47.98
CUPCHS-,Clean chair - Silk/satin/velvet - Light clean,£36.08 EA,£36.08
CUPCHS+,Clean chair - Silk/satin/velvet - Heavy clean,£56.17 EA,£56.17
CUPCHS>,Clean chair - Large - Silk/satin/velvet,£63.56 EA,£63.56
CUPCHS>-,Clean chair - Large - silk/satin/velvet - Light clean,£56.17 EA,£56.17
CUPCHS>+,Clean chair - Large - Silk/satin/velvet - Heavy clean,£71.22 EA,£71.22
CUPCHSB,Clean chair seat/back,£21.97 EA,£21.97
CUPCHSB-,Clean chair seat/back - Light clean,£19.43 EA,£19.43
CUPCHSB+,Clean chair seat/back - Heavy clean,£27.46 EA,£27.46
CUPCHSBPV,Clean chair seat/back - Plastic/vinyl,£12.03 EA,£12.03
CUPCHSBPV-,Clean chair seat/back - Plastic/vinyl - Light clean,£8.76 EA,£8.76
CUPCHSBPV+,Clean chair seat/back - Plastic/vinyl - Heavy clean,£15.40 EA,£15.40
CUPCHSBS,Clean chair seat/back - Silk/satin/velvet,£27.59 EA,£27.59
CUPCHSBS-,Clean chair seat/back - Silk/satin/velvet - Light clean,£24.23 EA,£24.23
CUPCHSBS+,Clean chair seat/back - Silk/satin/velvet - Heavy clean,£35.91 EA,£35.91
CUPCHST,Clean chair seat,£9.85 EA,£9.85
CUPCHST-,Clean chair seat - Light clean,£8.30 EA,£8.30
CUPCHST+,Clean chair seat - Heavy clean,£12.20 EA,£12.20
CUPCHSTPV,Clean chair seat - Plastic/vinyl,£3.05 EA,£3.05
CUPCHSTPV-,Clean chair seat - Plastic/vinyl - Light clean,£2.17 EA,£2.17
CUPCHSTPV+,Clean chair seat - Plastic/vinyl - Heavy clean,£3.78 EA,£3.78
CUPCHSTS,Clean chair seat - Silk/satin/velvet,£14.00 EA,£14.00
CUPCHSTS-,Clean chair seat - Silk/satin/velvet - Light clean,£9.98 EA,£9.98
CUPCHSTS+,Clean chair seat - Silk/satin/velvet - Heavy clean,£16.23 EA,£16.23
CUPCUSH,Clean cushion,£12.97 EA,£12.97
CUPCUSH-,Clean cushion - Light clean,£9.67 EA,£9.67
CUPCUSH+,Clean cushion - Heavy clean,£20.25 EA,£20.25
CUPCUSHPV,Clean cushion - Plastic/vinyl,£5.80 EA,£5.80
CUPCUSHPV-,Clean cushion - Plastic/vinyl - Light clean,£3.56 EA,£3.56
CUPCUSHPV+,Clean cushion - Plastic/vinyl - Heavy clean,£6.96 EA,£6.96
CUPCUSHS,Clean cushion - Special fabric,£21.64 EA,£21.64
CUPCUSHS-,Clean cushion - Special fabric - Light clean,£19.67 EA,£19.67
CUPCUSHS+,Clean cushion - Special fabric - Heavy clean,£28.41 EA,£28.41
CUPLAB,"Cleaning - Upholstery, Soft Furniture - Per hour",£21.37 HR,£21.37
CUPLABR,Cleaning - Remediation Technician - Per hour,£21.70 HR,£21.70
CUPLABS,Cleaning - Supervisory/Administrative - Per hour,£23.11 HR,£23.11
CUPLOV,Clean loveseat - Plain fabric,£47.88 LM,£47.88
CUPLOV-,Clean loveseat - Plain fabric - Light clean,£40.22 LM,£40.22
CUPLOV+,Clean loveseat - Plain fabric - Heavy clean,£58.45 LM,£58.45
CUPLOVF,"Clean loveseat - Fancy (tufts, tassels, etc.)",£53.39 LM,£53.39
CUPLOVF-,"Clean loveseat - Fancy (tufts, tassels, etc.) - Light cln.",£48.29 LM,£48.29
CUPLOVF+,"Clean loveseat - Fancy (tufts, tassels, etc.) - Heavy cln.",£63.15 LM,£63.15
CUPLOVHC,Clean loveseat - Haitian cotton,£58.45 LM,£58.45
CUPLOVHC-,Clean loveseat - Haitian cotton - Light clean,£54.57 LM,£54.57
CUPLOVHC+,Clean loveseat - Haitian cotton - Heavy clean,£61.18 LM,£61.18
CUPLOVS,Clean loveseat - Silk/satin/velvet,£54.57 LM,£54.57
CUPLOVS-,Clean loveseat - Silk/satin/velvet - Light clean,£48.29 LM,£48.29
CUPLOVS+,Clean loveseat - Silk/satin/velvet - Heavy clean,£58.45 LM,£58.45
CUPMATC,Clean & deodorise mattress - Crib size,£16.35 EA,£16.35
CUPMATC-,Clean & deodorise mattress - Crib size - Light clean,£12.45 EA,£12.45
CUPMATC+,Clean & deodorise mattress - Crib size - Heavy clean,£24.15 EA,£24.15
CUPMATF,Clean & deodorise mattress - Full,£30.32 EA,£30.32
CUPMATF-,Clean & deodorise mattress - Full - Light clean,£23.22 EA,£23.22
CUPMATF+,Clean & deodorise mattress - Full - Heavy clean,£48.80 EA,£48.80
CUPMATK,Clean & deodorise mattress - King,£44.50 EA,£44.50
CUPMATK-,Clean & deodorise mattress - King - Light clean,£37.03 EA,£37.03
CUPMATK+,Clean & deodorise mattress - King - Heavy clean,£60.51 EA,£60.51
CUPMATQ,Clean & deodorise mattress - Queen,£37.03 EA,£37.03
CUPMATQ-,Clean & deodorise mattress - Queen - Light clean,£33.16 EA,£33.16
CUPMATQ+,Clean & deodorise mattress - Queen - Heavy clean,£48.80 EA,£48.80
CUPMATT,Clean & deodorise mattress - Twin,£25.05 EA,£25.05
CUPMATT-,Clean & deodorise mattress - Twin - Light clean,£19.20 EA,£19.20
CUPMATT+,Clean & deodorise mattress - Twin - Heavy clean,£39.09 EA,£39.09
CUPMSETF,Clean & deod. mattress set - Full,£58.93 EA,£58.93
CUPMSETF-,Clean & deod. mattress set - Full - Light clean,£39.62 EA,£39.62
CUPMSETF+,Clean & deod. mattress set - Full - Heavy clean,£97.44 EA,£97.44
CUPMSETK,Clean & deod. mattress set - King,£89.01 EA,£89.01
CUPMSETK-,Clean & deod. mattress set - King - Light clean,£76.02 EA,£76.02
CUPMSETK+,Clean & deod. mattress set - King - Heavy clean,£97.44 EA,£97.44
CUPMSETQ,Clean & deod. mattress set - Queen,£66.32 EA,£66.32
CUPMSETQ-,Clean & deod. mattress set - Queen - Light clean,£58.93 EA,£58.93
CUPMSETQ+,Clean & deod. mattress set - Queen - Heavy clean,£89.01 EA,£89.01
CUPMSETT,Clean & deod. mattress set - Twin,£37.32 EA,£37.32
CUPMSETT-,Clean & deod. mattress set - Twin - Light clean,£33.45 EA,£33.45
CUPMSETT+,Clean & deod. mattress set - Twin - Heavy clean,£64.67 EA,£64.67
CUPOTTO,Clean and deodorise ottoman - Plain fabric,£41.58 LM,£41.58
CUPOTTO-,Clean and deodorise ottoman - Plain fabric - Light clean,£37.31 LM,£37.31
CUPOTTO+,Clean and deodorise ottoman - Plain fabric - Heavy clean,£49.25 LM,£49.25
CUPOTTOS,Clean and deodorise ottoman - Special fabric,£73.79 LM,£73.79
CUPOTTOS-,Clean and deodorise ottoman - Special fabric - Light clean,£61.63 LM,£61.63
CUPOTTOS+,Clean and deodorise ottoman - Special fabric - Heavy clean,£87.10 LM,£87.10
CUPPCT,Re-apply protective coating,£8.72 M2,£8.72
CUPPCT+,Re-apply protective coating - High quality,£10.94 M2,£10.94
CUPPCTBEN,Re-apply protective coating - Bench,£13.40 LM,£13.40
CUPPCTCH,Re-apply protective coating - Chair,£16.52 EA,£16.52
CUPPCTCH>,Re-apply protective coating - Chair - large,£20.42 EA,£20.42
CUPPCTCHSB,Re-apply protective coating - Chair seat back,£9.82 EA,£9.82
CUPPCTCHST,Re-apply protective coating - Chair seat,£3.65 EA,£3.65
CUPPCTLOV,Re-apply protective coating - Love seat,£20.19 LM,£20.19
CUPPCTSOFA,Re-apply protective coating - Sofa,£20.58 LM,£20.58
CUPPIL,Clean and deodorise pillow,£6.34 EA,£6.34
CUPPIL-,Clean and deodorise pillow - Light clean,£5.69 EA,£5.69
CUPPIL+,Clean and deodorise pillow - Heavy clean,£7.98 EA,£7.98
CUPPIL>,Clean and deodorise pillow - Large,£9.41 EA,£9.41
CUPPIL>-,Clean and deodorise pillow - Large - Light clean,£7.92 EA,£7.92
CUPPIL>+,Clean and deodorise pillow - Large - Heavy clean,£13.50 EA,£13.50
CUPREST,Provisional sum - Special - Clean/restore upholstery,£0.00 EA,£0.00
CUPRUG,Clean rug - Domestic - On site,£3.90 M2,£3.90
CUPRUG-,Clean rug - Domestic - On site - Light clean,£3.34 M2,£3.34
CUPRUG+,Clean rug - Domestic - On site - Heavy clean,£4.67 M2,£4.67
CUPRUGBR,Clean rug - Braided - On site (both sides),£6.37 M2,£6.37
CUPRUGBR-,Clean rug - Braided - On site - Lt clean (both sides),£5.71 M2,£5.71
CUPRUGBR+,Clean rug - Braided - On site - Hvy clean (both sides),£7.49 M2,£7.49
CUPRUGBRO,Clean rug - Braided - Off site (both sides),£7.19 M2,£7.19
CUPRUGBRO-,Clean rug - Braided - Off site - Lt clean (both sides),£6.37 M2,£6.37
CUPRUGBRO+,Clean rug - Braided - Off site - Hvy clean (both sides),£8.19 M2,£8.19
CUPRUGC,Clean rug - Custom - No fringe - On site,£4.21 M2,£4.21
CUPRUGC-,Clean rug - Custom - No fringe - On site - Light clean,£3.60 M2,£3.60
CUPRUGC+,Clean rug - Custom - No fringe - On site - Heavy clean,£5.13 M2,£5.13
